Start,End,GC_Contet
7183,7283,0.38
7184,7284,0.38
7185,7285,0.38
7186,7286,0.38
7187,7287,0.38
7188,7288,0.39
7189,7289,0.39
7190,7290,0.38
7191,7291,0.38
7192,7292,0.38
7193,7293,0.37
7194,7294,0.37
7195,7295,0.38
7196,7296,0.38
7197,7297,0.37
7198,7298,0.38
7199,7299,0.38
7200,7300,0.38
7201,7301,0.39
7202,7302,0.39
7203,7303,0.4
7204,7304,0.4
7205,7305,0.41
7206,7306,0.4
7207,7307,0.4
7208,7308,0.39
7209,7309,0.39
7210,7310,0.39
7211,7311,0.4
7212,7312,0.4
7213,7313,0.41
7214,7314,0.42
7215,7315,0.42
7216,7316,0.42
7217,7317,0.42
7218,7318,0.43
7219,7319,0.43
7220,7320,0.43
7221,7321,0.43
7222,7322,0.43
7223,7323,0.44
7224,7324,0.44
7225,7325,0.45
7226,7326,0.44
7227,7327,0.44
7228,7328,0.44
7229,7329,0.45
7230,7330,0.45
7231,7331,0.44
7232,7332,0.44
7233,7333,0.44
7234,7334,0.45
7235,7335,0.45
7236,7336,0.45
7237,7337,0.45
7238,7338,0.44
7239,7339,0.43
7240,7340,0.44
7241,7341,0.44
7242,7342,0.45
7243,7343,0.44
7244,7344,0.45
7245,7345,0.44
7246,7346,0.45
7247,7347,0.44
7248,7348,0.44
7249,7349,0.44
7250,7350,0.45
7251,7351,0.44
7252,7352,0.44
7253,7353,0.43
7254,7354,0.42
7255,7355,0.42
7256,7356,0.42
7257,7357,0.43
7258,7358,0.43
7259,7359,0.44
7260,7360,0.43
7261,7361,0.43
7262,7362,0.43
7263,7363,0.43
7264,7364,0.42
7265,7365,0.42
7266,7366,0.42
7267,7367,0.42
7268,7368,0.42
7269,7369,0.42
7270,7370,0.43
7271,7371,0.42
7272,7372,0.41
7273,7373,0.42
7274,7374,0.41
7275,7375,0.41
7276,7376,0.41
7277,7377,0.41
7278,7378,0.4
7279,7379,0.4
7280,7380,0.41
7281,7381,0.4
7282,7382,0.41
7283,7383,0.4
7284,7384,0.39
7285,7385,0.39
7286,7386,0.39
7287,7387,0.39
7288,7388,0.38
7289,7389,0.38
7290,7390,0.39
7291,7391,0.39
7292,7392,0.39
7293,7393,0.39
7294,7394,0.39
7295,7395,0.39
7296,7396,0.39
7297,7397,0.39
7298,7398,0.38
7299,7399,0.38
7300,7400,0.37
7301,7401,0.36
7302,7402,0.35
7303,7403,0.34
7304,7404,0.34
7305,7405,0.33
7306,7406,0.33
7307,7407,0.34
7308,7408,0.35
7309,7409,0.34
7310,7410,0.35
7311,7411,0.35
7312,7412,0.35
7313,7413,0.35
7314,7414,0.34
7315,7415,0.34
7316,7416,0.34
7317,7417,0.35
7318,7418,0.34
7319,7419,0.35
7320,7420,0.35
7321,7421,0.35
7322,7422,0.36
7323,7423,0.35
7324,7424,0.36
7325,7425,0.35
7326,7426,0.36
7327,7427,0.36
7328,7428,0.37
7329,7429,0.36
7330,7430,0.35
7331,7431,0.35
7332,7432,0.35
7333,7433,0.36
7334,7434,0.35
7335,7435,0.35
7336,7436,0.34
7337,7437,0.34
7338,7438,0.34
7339,7439,0.34
7340,7440,0.33
7341,7441,0.33
7342,7442,0.32
7343,7443,0.33
7344,7444,0.33
7345,7445,0.33
7346,7446,0.33
7347,7447,0.34
7348,7448,0.33
7349,7449,0.33
7350,7450,0.32
7351,7451,0.33
7352,7452,0.32
7353,7453,0.32
7354,7454,0.33
7355,7455,0.32
7356,7456,0.32
7357,7457,0.31
7358,7458,0.32
7359,7459,0.31
7360,7460,0.31
7361,7461,0.31
7362,7462,0.3
7363,7463,0.3
7364,7464,0.31
7365,7465,0.31
7366,7466,0.3
7367,7467,0.3
7368,7468,0.29
7369,7469,0.3
7370,7470,0.29
7371,7471,0.29
7372,7472,0.29
7373,7473,0.29
7374,7474,0.3
7375,7475,0.3
7376,7476,0.3
7377,7477,0.3
7378,7478,0.31
7379,7479,0.32
7380,7480,0.32
7381,7481,0.32
7382,7482,0.32
7383,7483,0.32
7384,7484,0.33
7385,7485,0.33
7386,7486,0.33
7387,7487,0.32
7388,7488,0.33
7389,7489,0.33
7390,7490,0.32
7391,7491,0.32
7392,7492,0.33
7393,7493,0.33
7394,7494,0.34
7395,7495,0.34
7396,7496,0.34
7397,7497,0.34
7398,7498,0.34
7399,7499,0.34
7400,7500,0.34
7401,7501,0.35
7402,7502,0.36
7403,7503,0.36
7404,7504,0.36
7405,7505,0.36
7406,7506,0.36
7407,7507,0.36
7408,7508,0.35
7409,7509,0.36
7410,7510,0.35
7411,7511,0.35
7412,7512,0.36
7413,7513,0.35
7414,7514,0.36
7415,7515,0.36
7416,7516,0.37
7417,7517,0.37
7418,7518,0.38
7419,7519,0.38
7420,7520,0.39
7421,7521,0.39
7422,7522,0.38
7423,7523,0.39
7424,7524,0.38
7425,7525,0.38
7426,7526,0.37
7427,7527,0.37
7428,7528,0.36
7429,7529,0.36
7430,7530,0.36
7431,7531,0.36
7432,7532,0.35
7433,7533,0.34
7434,7534,0.35
7435,7535,0.35
7436,7536,0.36
7437,7537,0.36
7438,7538,0.37
7439,7539,0.37
7440,7540,0.37
7441,7541,0.37
7442,7542,0.38
7443,7543,0.37
7444,7544,0.36
7445,7545,0.36
7446,7546,0.35
7447,7547,0.34
7448,7548,0.35
7449,7549,0.36
7450,7550,0.37
7451,7551,0.36
7452,7552,0.36
7453,7553,0.37
7454,7554,0.36
7455,7555,0.36
7456,7556,0.36
7457,7557,0.36
7458,7558,0.35
7459,7559,0.36
7460,7560,0.37
7461,7561,0.36
7462,7562,0.36
7463,7563,0.36
7464,7564,0.35
7465,7565,0.36
7466,7566,0.36
7467,7567,0.36
7468,7568,0.36
7469,7569,0.35
7470,7570,0.35
7471,7571,0.36
7472,7572,0.37
7473,7573,0.37
7474,7574,0.37
7475,7575,0.37
7476,7576,0.38
7477,7577,0.38
7478,7578,0.37
7479,7579,0.37
7480,7580,0.37
7481,7581,0.37
7482,7582,0.36
7483,7583,0.37
7484,7584,0.36
7485,7585,0.36
7486,7586,0.36
7487,7587,0.37
7488,7588,0.36
7489,7589,0.36
7490,7590,0.36
7491,7591,0.37
7492,7592,0.37
7493,7593,0.37
7494,7594,0.37
7495,7595,0.36
7496,7596,0.36
7497,7597,0.36
7498,7598,0.36
7499,7599,0.36
7500,7600,0.37
7501,7601,0.36
7502,7602,0.35
7503,7603,0.36
7504,7604,0.37
7505,7605,0.37
7506,7606,0.38
7507,7607,0.37
7508,7608,0.38
7509,7609,0.37
7510,7610,0.37
7511,7611,0.37
7512,7612,0.37
7513,7613,0.37
7514,7614,0.36
7515,7615,0.37
7516,7616,0.36
7517,7617,0.35
7518,7618,0.35
7519,7619,0.35
7520,7620,0.34
7521,7621,0.34
7522,7622,0.34
7523,7623,0.33
7524,7624,0.33
7525,7625,0.34
7526,7626,0.34
7527,7627,0.34
7528,7628,0.34
7529,7629,0.35
7530,7630,0.35
7531,7631,0.35
7532,7632,0.36
7533,7633,0.37
7534,7634,0.37
7535,7635,0.37
7536,7636,0.36
7537,7637,0.36
7538,7638,0.35
7539,7639,0.35
7540,7640,0.36
7541,7641,0.37
7542,7642,0.36
7543,7643,0.36
7544,7644,0.37
7545,7645,0.37
7546,7646,0.38
7547,7647,0.39
7548,7648,0.39
7549,7649,0.38
7550,7650,0.37
7551,7651,0.37
7552,7652,0.37
7553,7653,0.37
7554,7654,0.37
7555,7655,0.38
7556,7656,0.38
7557,7657,0.39
7558,7658,0.39
7559,7659,0.38
7560,7660,0.37
7561,7661,0.37
7562,7662,0.37
7563,7663,0.37
7564,7664,0.37
7565,7665,0.37
7566,7666,0.37
7567,7667,0.37
7568,7668,0.37
7569,7669,0.38
7570,7670,0.38
7571,7671,0.38
7572,7672,0.37
7573,7673,0.37
7574,7674,0.36
7575,7675,0.36
7576,7676,0.36
7577,7677,0.37
7578,7678,0.38
7579,7679,0.37
7580,7680,0.37
7581,7681,0.37
7582,7682,0.37
7583,7683,0.36
7584,7684,0.36
7585,7685,0.36
7586,7686,0.36
7587,7687,0.36
7588,7688,0.37
7589,7689,0.38
7590,7690,0.38
7591,7691,0.38
7592,7692,0.38
7593,7693,0.39
7594,7694,0.38
7595,7695,0.38
7596,7696,0.39
7597,7697,0.39
7598,7698,0.39
7599,7699,0.4
7600,7700,0.4
7601,7701,0.4
7602,7702,0.41
7603,7703,0.41
7604,7704,0.41
7605,7705,0.41
7606,7706,0.41
7607,7707,0.42
7608,7708,0.42
7609,7709,0.42
7610,7710,0.43
7611,7711,0.42
7612,7712,0.41
7613,7713,0.42
7614,7714,0.42
7615,7715,0.41
7616,7716,0.42
7617,7717,0.42
7618,7718,0.42
7619,7719,0.41
7620,7720,0.42
7621,7721,0.42
7622,7722,0.42
7623,7723,0.42
7624,7724,0.43
7625,7725,0.42
7626,7726,0.42
7627,7727,0.42
7628,7728,0.42
7629,7729,0.41
7630,7730,0.41
7631,7731,0.41
7632,7732,0.41
7633,7733,0.4
7634,7734,0.4
7635,7735,0.4
7636,7736,0.4
7637,7737,0.41
7638,7738,0.42
7639,7739,0.43
7640,7740,0.42
7641,7741,0.41
7642,7742,0.41
7643,7743,0.41
7644,7744,0.41
7645,7745,0.41
7646,7746,0.41
7647,7747,0.4
7648,7748,0.39
7649,7749,0.4
7650,7750,0.41
7651,7751,0.42
7652,7752,0.43
7653,7753,0.43
7654,7754,0.44
7655,7755,0.43
7656,7756,0.44
7657,7757,0.43
7658,7758,0.43
7659,7759,0.44
7660,7760,0.45
7661,7761,0.45
7662,7762,0.45
7663,7763,0.46
7664,7764,0.47
7665,7765,0.46
7666,7766,0.46
7667,7767,0.46
7668,7768,0.46
7669,7769,0.45
7670,7770,0.46
7671,7771,0.45
7672,7772,0.45
7673,7773,0.45
7674,7774,0.45
7675,7775,0.46
7676,7776,0.45
7677,7777,0.45
7678,7778,0.44
7679,7779,0.45
7680,7780,0.45
7681,7781,0.45
7682,7782,0.46
7683,7783,0.47
7684,7784,0.47
7685,7785,0.47
7686,7786,0.47
7687,7787,0.46
7688,7788,0.46
7689,7789,0.46
7690,7790,0.46
7691,7791,0.46
7692,7792,0.46
7693,7793,0.45
7694,7794,0.46
7695,7795,0.47
7696,7796,0.47
7697,7797,0.48
7698,7798,0.48
7699,7799,0.48
7700,7800,0.47
7701,7801,0.48
7702,7802,0.48
7703,7803,0.47
7704,7804,0.47
7705,7805,0.48
7706,7806,0.47
7707,7807,0.47
7708,7808,0.46
7709,7809,0.47
7710,7810,0.46
7711,7811,0.47
7712,7812,0.48
7713,7813,0.47
7714,7814,0.48
7715,7815,0.48
7716,7816,0.48
7717,7817,0.48
7718,7818,0.47
7719,7819,0.47
7720,7820,0.46
7721,7821,0.46
7722,7822,0.47
7723,7823,0.48
7724,7824,0.47
7725,7825,0.48
7726,7826,0.49
7727,7827,0.5
7728,7828,0.5
7729,7829,0.51
7730,7830,0.52
7731,7831,0.52
7732,7832,0.52
7733,7833,0.53
7734,7834,0.52
7735,7835,0.53
7736,7836,0.53
7737,7837,0.53
7738,7838,0.52
7739,7839,0.52
7740,7840,0.52
7741,7841,0.53
7742,7842,0.54
7743,7843,0.55
7744,7844,0.54
7745,7845,0.54
7746,7846,0.53
7747,7847,0.54
7748,7848,0.54
7749,7849,0.54
7750,7850,0.53
7751,7851,0.53
7752,7852,0.52
7753,7853,0.52
7754,7854,0.51
7755,7855,0.52
7756,7856,0.51
7757,7857,0.52
7758,7858,0.52
7759,7859,0.51
7760,7860,0.51
7761,7861,0.52
7762,7862,0.52
7763,7863,0.52
7764,7864,0.52
7765,7865,0.53
7766,7866,0.53
7767,7867,0.53
7768,7868,0.54
7769,7869,0.54
7770,7870,0.53
7771,7871,0.53
7772,7872,0.54
7773,7873,0.53
7774,7874,0.54
7775,7875,0.53
7776,7876,0.54
7777,7877,0.54
7778,7878,0.54
7779,7879,0.54
7780,7880,0.53
7781,7881,0.54
7782,7882,0.53
7783,7883,0.52
7784,7884,0.52
7785,7885,0.53
7786,7886,0.54
7787,7887,0.54
7788,7888,0.53
7789,7889,0.52
7790,7890,0.53
7791,7891,0.53
7792,7892,0.52
7793,7893,0.52
7794,7894,0.51
7795,7895,0.51
7796,7896,0.5
7797,7897,0.49
7798,7898,0.49
7799,7899,0.48
7800,7900,0.49
7801,7901,0.49
7802,7902,0.48
7803,7903,0.48
7804,7904,0.47
7805,7905,0.47
7806,7906,0.48
7807,7907,0.47
7808,7908,0.47
7809,7909,0.46
7810,7910,0.46
7811,7911,0.45
7812,7912,0.45
7813,7913,0.45
7814,7914,0.44
7815,7915,0.45
7816,7916,0.45
7817,7917,0.45
7818,7918,0.45
7819,7919,0.45
7820,7920,0.45
7821,7921,0.46
7822,7922,0.45
7823,7923,0.45
7824,7924,0.45
7825,7925,0.44
7826,7926,0.43
7827,7927,0.42
7828,7928,0.43
7829,7929,0.42
7830,7930,0.42
7831,7931,0.43
7832,7932,0.42
7833,7933,0.41
7834,7934,0.41
7835,7935,0.4
7836,7936,0.4
7837,7937,0.39
7838,7938,0.4
7839,7939,0.39
7840,7940,0.39
7841,7941,0.38
7842,7942,0.37
7843,7943,0.36
7844,7944,0.36
7845,7945,0.36
7846,7946,0.36
7847,7947,0.36
7848,7948,0.36
7849,7949,0.35
7850,7950,0.36
7851,7951,0.35
7852,7952,0.35
7853,7953,0.34
7854,7954,0.34
7855,7955,0.34
7856,7956,0.34
7857,7957,0.34
7858,7958,0.34
7859,7959,0.34
7860,7960,0.34
7861,7961,0.33
7862,7962,0.34
7863,7963,0.33
7864,7964,0.33
7865,7965,0.33
7866,7966,0.33
7867,7967,0.33
7868,7968,0.33
7869,7969,0.34
7870,7970,0.34
7871,7971,0.34
7872,7972,0.34
7873,7973,0.35
7874,7974,0.35
7875,7975,0.36
7876,7976,0.35
7877,7977,0.35
7878,7978,0.36
7879,7979,0.35
7880,7980,0.36
7881,7981,0.36
7882,7982,0.36
7883,7983,0.37
7884,7984,0.38
7885,7985,0.38
7886,7986,0.37
7887,7987,0.37
7888,7988,0.37
7889,7989,0.37
7890,7990,0.36
7891,7991,0.35
7892,7992,0.35
7893,7993,0.35
7894,7994,0.36
7895,7995,0.35
7896,7996,0.35
7897,7997,0.36
7898,7998,0.36
7899,7999,0.37
7900,8000,0.36
7901,8001,0.36
7902,8002,0.36
7903,8003,0.37
7904,8004,0.37
7905,8005,0.37
7906,8006,0.36
7907,8007,0.36
7908,8008,0.36
7909,8009,0.36
7910,8010,0.36
7911,8011,0.37
7912,8012,0.36
7913,8013,0.36
7914,8014,0.36
7915,8015,0.36
7916,8016,0.35
7917,8017,0.36
7918,8018,0.37
7919,8019,0.37
7920,8020,0.37
7921,8021,0.36
7922,8022,0.37
7923,8023,0.36
7924,8024,0.37
7925,8025,0.38
7926,8026,0.38
7927,8027,0.38
7928,8028,0.37
7929,8029,0.38
7930,8030,0.37
7931,8031,0.36
7932,8032,0.36
7933,8033,0.36
7934,8034,0.36
7935,8035,0.36
7936,8036,0.36
7937,8037,0.36
7938,8038,0.35
7939,8039,0.36
7940,8040,0.36
7941,8041,0.36
7942,8042,0.36
7943,8043,0.36
7944,8044,0.36
7945,8045,0.36
7946,8046,0.36
7947,8047,0.35
7948,8048,0.36
7949,8049,0.36
7950,8050,0.36
7951,8051,0.36
7952,8052,0.37
7953,8053,0.37
7954,8054,0.37
7955,8055,0.37
7956,8056,0.37
7957,8057,0.37
7958,8058,0.37
7959,8059,0.37
7960,8060,0.36
7961,8061,0.37
7962,8062,0.36
7963,8063,0.37
7964,8064,0.36
7965,8065,0.35
7966,8066,0.36
7967,8067,0.37
7968,8068,0.37
7969,8069,0.36
7970,8070,0.37
7971,8071,0.38
7972,8072,0.37
7973,8073,0.37
7974,8074,0.36
7975,8075,0.35
7976,8076,0.35
7977,8077,0.35
7978,8078,0.35
7979,8079,0.35
7980,8080,0.35
7981,8081,0.34
7982,8082,0.35
7983,8083,0.34
7984,8084,0.33
7985,8085,0.32
7986,8086,0.33
7987,8087,0.33
7988,8088,0.34
7989,8089,0.34
7990,8090,0.34
7991,8091,0.35
7992,8092,0.35
7993,8093,0.36
7994,8094,0.36
7995,8095,0.36
7996,8096,0.37
7997,8097,0.37
7998,8098,0.37
7999,8099,0.37
8000,8100,0.37
8001,8101,0.36
8002,8102,0.36
8003,8103,0.36
8004,8104,0.36
8005,8105,0.36
8006,8106,0.36
8007,8107,0.37
8008,8108,0.38
8009,8109,0.39
8010,8110,0.39
8011,8111,0.38
8012,8112,0.38
8013,8113,0.39
8014,8114,0.4
8015,8115,0.4
8016,8116,0.4
8017,8117,0.39
8018,8118,0.38
8019,8119,0.39
8020,8120,0.4
8021,8121,0.41
8022,8122,0.4
8023,8123,0.4
8024,8124,0.39
8025,8125,0.39
8026,8126,0.4
8027,8127,0.41
8028,8128,0.41
8029,8129,0.41
8030,8130,0.42
8031,8131,0.42
8032,8132,0.43
8033,8133,0.43
8034,8134,0.44
8035,8135,0.45
8036,8136,0.46
8037,8137,0.47
8038,8138,0.47
8039,8139,0.47
8040,8140,0.47
8041,8141,0.47
8042,8142,0.47
8043,8143,0.48
8044,8144,0.49
8045,8145,0.49
8046,8146,0.49
8047,8147,0.49
8048,8148,0.49
8049,8149,0.49
8050,8150,0.48
8051,8151,0.48
8052,8152,0.48
8053,8153,0.48
8054,8154,0.48
8055,8155,0.48
8056,8156,0.49
8057,8157,0.48
8058,8158,0.48
8059,8159,0.48
8060,8160,0.49
8061,8161,0.49
8062,8162,0.5
8063,8163,0.5
8064,8164,0.5
8065,8165,0.51
8066,8166,0.5
8067,8167,0.5
8068,8168,0.49
8069,8169,0.49
8070,8170,0.48
8071,8171,0.48
8072,8172,0.48
8073,8173,0.48
8074,8174,0.49
8075,8175,0.49
8076,8176,0.5
8077,8177,0.49
8078,8178,0.48
8079,8179,0.48
8080,8180,0.47
8081,8181,0.47
8082,8182,0.46
8083,8183,0.46
8084,8184,0.46
8085,8185,0.46
8086,8186,0.46
8087,8187,0.46
8088,8188,0.46
8089,8189,0.47
8090,8190,0.47
8091,8191,0.47
8092,8192,0.47
8093,8193,0.47
8094,8194,0.46
8095,8195,0.46
8096,8196,0.46
8097,8197,0.45
8098,8198,0.45
8099,8199,0.45
8100,8200,0.45
8101,8201,0.45
8102,8202,0.46
8103,8203,0.45
8104,8204,0.46
8105,8205,0.45
8106,8206,0.45
8107,8207,0.44
8108,8208,0.43
8109,8209,0.43
8110,8210,0.44
8111,8211,0.44
8112,8212,0.45
8113,8213,0.45
8114,8214,0.45
8115,8215,0.44
8116,8216,0.44
8117,8217,0.44
8118,8218,0.44
8119,8219,0.43
8120,8220,0.42
8121,8221,0.41
8122,8222,0.42
8123,8223,0.42
8124,8224,0.42
8125,8225,0.41
8126,8226,0.4
8127,8227,0.39
8128,8228,0.4
8129,8229,0.39
8130,8230,0.38
8131,8231,0.39
8132,8232,0.39
8133,8233,0.4
8134,8234,0.39
8135,8235,0.38
8136,8236,0.37
8137,8237,0.36
8138,8238,0.36
8139,8239,0.35
8140,8240,0.36
8141,8241,0.36
8142,8242,0.37
8143,8243,0.36
8144,8244,0.35
8145,8245,0.35
8146,8246,0.36
8147,8247,0.36
8148,8248,0.36
8149,8249,0.36
8150,8250,0.36
8151,8251,0.36
8152,8252,0.35
8153,8253,0.36
8154,8254,0.36
8155,8255,0.35
8156,8256,0.34
8157,8257,0.34
8158,8258,0.34
8159,8259,0.34
8160,8260,0.33
8161,8261,0.33
8162,8262,0.33
8163,8263,0.32
8164,8264,0.32
8165,8265,0.31
8166,8266,0.31
8167,8267,0.3
8168,8268,0.3
8169,8269,0.3
8170,8270,0.3
8171,8271,0.29
8172,8272,0.3
8173,8273,0.29
8174,8274,0.29
8175,8275,0.29
8176,8276,0.28
8177,8277,0.29
8178,8278,0.29
8179,8279,0.29
8180,8280,0.29
8181,8281,0.29
8182,8282,0.3
8183,8283,0.3
8184,8284,0.3
8185,8285,0.3
8186,8286,0.29
8187,8287,0.29
8188,8288,0.28
8189,8289,0.27
8190,8290,0.27
8191,8291,0.27
8192,8292,0.27
8193,8293,0.27
8194,8294,0.27
8195,8295,0.28
8196,8296,0.27
8197,8297,0.28
8198,8298,0.28
8199,8299,0.27
8200,8300,0.27
8201,8301,0.27
8202,8302,0.26
8203,8303,0.26
8204,8304,0.25
8205,8305,0.26
8206,8306,0.27
8207,8307,0.28
8208,8308,0.28
8209,8309,0.27
8210,8310,0.26
8211,8311,0.26
8212,8312,0.26
8213,8313,0.25
8214,8314,0.25
8215,8315,0.26
8216,8316,0.27
8217,8317,0.27
8218,8318,0.28
8219,8319,0.29
8220,8320,0.3
8221,8321,0.31
8222,8322,0.31
8223,8323,0.32
8224,8324,0.32
8225,8325,0.33
8226,8326,0.33
8227,8327,0.34
8228,8328,0.34
8229,8329,0.35
8230,8330,0.35
8231,8331,0.35
8232,8332,0.34
8233,8333,0.34
8234,8334,0.35
8235,8335,0.36
8236,8336,0.37
8237,8337,0.37
8238,8338,0.38
8239,8339,0.38
8240,8340,0.37
8241,8341,0.37
8242,8342,0.36
8243,8343,0.37
8244,8344,0.38
8245,8345,0.38
8246,8346,0.37
8247,8347,0.37
8248,8348,0.37
8249,8349,0.37
8250,8350,0.38
8251,8351,0.38
8252,8352,0.38
8253,8353,0.37
8254,8354,0.38
8255,8355,0.39
8256,8356,0.4
8257,8357,0.4
8258,8358,0.41
8259,8359,0.42
8260,8360,0.43
8261,8361,0.43
8262,8362,0.42
8263,8363,0.42
8264,8364,0.43
8265,8365,0.44
8266,8366,0.45
8267,8367,0.46
8268,8368,0.47
8269,8369,0.48
8270,8370,0.48
8271,8371,0.49
8272,8372,0.49
8273,8373,0.49
8274,8374,0.48
8275,8375,0.49
8276,8376,0.49
8277,8377,0.49
8278,8378,0.49
8279,8379,0.49
8280,8380,0.5
8281,8381,0.51
8282,8382,0.5
8283,8383,0.51
8284,8384,0.51
8285,8385,0.52
8286,8386,0.53
8287,8387,0.53
8288,8388,0.54
8289,8389,0.54
8290,8390,0.54
8291,8391,0.54
8292,8392,0.55
8293,8393,0.54
8294,8394,0.55
8295,8395,0.54
8296,8396,0.55
8297,8397,0.55
8298,8398,0.55
8299,8399,0.55
8300,8400,0.56
8301,8401,0.57
8302,8402,0.57
8303,8403,0.58
8304,8404,0.59
8305,8405,0.59
8306,8406,0.59
8307,8407,0.58
8308,8408,0.58
8309,8409,0.59
8310,8410,0.59
8311,8411,0.59
8312,8412,0.59
8313,8413,0.6
8314,8414,0.59
8315,8415,0.59
8316,8416,0.58
8317,8417,0.58
8318,8418,0.57
8319,8419,0.57
8320,8420,0.57
8321,8421,0.57
8322,8422,0.57
8323,8423,0.57
8324,8424,0.57
8325,8425,0.57
8326,8426,0.57
8327,8427,0.57
8328,8428,0.56
8329,8429,0.55
8330,8430,0.56
8331,8431,0.55
8332,8432,0.55
8333,8433,0.54
8334,8434,0.53
8335,8435,0.52
8336,8436,0.51
8337,8437,0.51
8338,8438,0.51
8339,8439,0.51
8340,8440,0.51
8341,8441,0.51
8342,8442,0.51
8343,8443,0.5
8344,8444,0.49
8345,8445,0.49
8346,8446,0.49
8347,8447,0.49
8348,8448,0.49
8349,8449,0.5
8350,8450,0.49
8351,8451,0.5
8352,8452,0.51
8353,8453,0.52
8354,8454,0.52
8355,8455,0.52
8356,8456,0.51
8357,8457,0.52
8358,8458,0.52
8359,8459,0.51
8360,8460,0.51
8361,8461,0.51
8362,8462,0.51
8363,8463,0.52
8364,8464,0.52
8365,8465,0.51
8366,8466,0.51
8367,8467,0.51
8368,8468,0.51
8369,8469,0.51
8370,8470,0.51
8371,8471,0.51
8372,8472,0.5
8373,8473,0.5
8374,8474,0.51
8375,8475,0.5
8376,8476,0.51
8377,8477,0.51
8378,8478,0.52
8379,8479,0.52
8380,8480,0.52
8381,8481,0.52
8382,8482,0.52
8383,8483,0.51
8384,8484,0.51
8385,8485,0.51
8386,8486,0.5
8387,8487,0.51
8388,8488,0.51
8389,8489,0.52
8390,8490,0.52
8391,8491,0.52
8392,8492,0.52
8393,8493,0.53
8394,8494,0.52
8395,8495,0.53
8396,8496,0.52
8397,8497,0.52
8398,8498,0.53
8399,8499,0.54
8400,8500,0.53
8401,8501,0.53
8402,8502,0.54
8403,8503,0.54
8404,8504,0.54
8405,8505,0.53
8406,8506,0.52
8407,8507,0.52
8408,8508,0.53
8409,8509,0.53
8410,8510,0.54
8411,8511,0.54
8412,8512,0.53
8413,8513,0.53
8414,8514,0.53
8415,8515,0.52
8416,8516,0.53
8417,8517,0.54
8418,8518,0.55
8419,8519,0.54
8420,8520,0.54
8421,8521,0.54
8422,8522,0.53
8423,8523,0.53
8424,8524,0.54
8425,8525,0.53
8426,8526,0.54
8427,8527,0.53
8428,8528,0.53
8429,8529,0.54
8430,8530,0.54
8431,8531,0.54
8432,8532,0.54
8433,8533,0.55
8434,8534,0.56
8435,8535,0.56
8436,8536,0.57
8437,8537,0.57
8438,8538,0.57
8439,8539,0.57
8440,8540,0.58
8441,8541,0.59
8442,8542,0.6
8443,8543,0.6
8444,8544,0.6
8445,8545,0.61
8446,8546,0.61
8447,8547,0.61
8448,8548,0.61
8449,8549,0.61
8450,8550,0.62
8451,8551,0.62
8452,8552,0.62
8453,8553,0.62
8454,8554,0.61
8455,8555,0.61
8456,8556,0.62
8457,8557,0.62
8458,8558,0.62
8459,8559,0.62
8460,8560,0.62
8461,8561,0.61
8462,8562,0.62
8463,8563,0.62
8464,8564,0.61
8465,8565,0.62
8466,8566,0.62
8467,8567,0.62
8468,8568,0.61
8469,8569,0.61
8470,8570,0.62
8471,8571,0.61
8472,8572,0.62
8473,8573,0.62
8474,8574,0.62
8475,8575,0.62
8476,8576,0.62
8477,8577,0.61
8478,8578,0.61
8479,8579,0.62
8480,8580,0.62
8481,8581,0.61
8482,8582,0.62
8483,8583,0.62
8484,8584,0.63
8485,8585,0.62
8486,8586,0.63
8487,8587,0.62
8488,8588,0.62
8489,8589,0.61
8490,8590,0.62
8491,8591,0.61
8492,8592,0.6
8493,8593,0.59
8494,8594,0.59
8495,8595,0.58
8496,8596,0.58
8497,8597,0.57
8498,8598,0.56
8499,8599,0.55
8500,8600,0.55
8501,8601,0.54
8502,8602,0.53
8503,8603,0.52
8504,8604,0.51
8505,8605,0.51
8506,8606,0.51
8507,8607,0.51
8508,8608,0.5
8509,8609,0.5
8510,8610,0.5
8511,8611,0.5
8512,8612,0.5
8513,8613,0.49
8514,8614,0.49
8515,8615,0.5
8516,8616,0.49
8517,8617,0.48
8518,8618,0.48
8519,8619,0.48
8520,8620,0.47
8521,8621,0.46
8522,8622,0.46
8523,8623,0.45
8524,8624,0.45
8525,8625,0.45
8526,8626,0.44
8527,8627,0.45
8528,8628,0.45
8529,8629,0.45
8530,8630,0.44
8531,8631,0.44
8532,8632,0.44
8533,8633,0.43
8534,8634,0.42
8535,8635,0.42
8536,8636,0.41
8537,8637,0.42
8538,8638,0.41
8539,8639,0.41
8540,8640,0.41
8541,8641,0.4
8542,8642,0.4
8543,8643,0.4
8544,8644,0.41
8545,8645,0.4
8546,8646,0.4
8547,8647,0.4
8548,8648,0.39
8549,8649,0.39
8550,8650,0.38
8551,8651,0.37
8552,8652,0.37
8553,8653,0.36
8554,8654,0.37
8555,8655,0.37
8556,8656,0.37
8557,8657,0.36
8558,8658,0.35
8559,8659,0.35
8560,8660,0.35
8561,8661,0.36
8562,8662,0.36
8563,8663,0.35
8564,8664,0.36
8565,8665,0.35
8566,8666,0.35
8567,8667,0.34
8568,8668,0.35
8569,8669,0.34
8570,8670,0.33
8571,8671,0.34
8572,8672,0.34
8573,8673,0.34
8574,8674,0.33
8575,8675,0.33
8576,8676,0.32
8577,8677,0.33
8578,8678,0.32
8579,8679,0.32
8580,8680,0.31
